scenario_id,method_family,model_slug,model_short,true_effect,estimated,rel_error,L2b,L2b_plus,method_confidence,specification_confidence,numerical_confidence
s14,EVENT_STUDY,gpt-5,GPT-5,0.022646,1.0,43.1579,1,0,0.88,0.76,0.35
s15,EVENT_STUDY,gpt-5,GPT-5,0.029133,,,0,0,0.9,0.64,0.72
s16,EVENT_STUDY,gpt-5,GPT-5,-0.026697,,,0,0,0.82,0.32,0.27
s17,EVENT_STUDY,gpt-5,GPT-5,-0.035,,,0,0,0.86,0.61,0.45
s18,EVENT_STUDY,gpt-5,GPT-5,-0.014546,,,0,0,0.64,0.47,0.43
s19,IV,gpt-5,GPT-5,0.217518,1.049,3.8226,1,0,0.65,0.48,0.28
s20,IV,gpt-5,GPT-5,0.496731,1.1098,1.2342,1,0,0.76,0.43,0.34
s21,IV,gpt-5,GPT-5,-0.208976,0.5762,3.7573,1,0,0.93,0.55,0.4
s22,IV,gpt-5,GPT-5,0.456663,1.1481,1.5141,1,0,0.76,0.44,0.4
s23,IV,gpt-5,GPT-5,0.193716,1.0,4.1622,1,0,0.9,0.35,0.42
s24,IV,gpt-5,GPT-5,-0.233107,0.3837,2.646,1,0,0.58,0.18,0.2
s25,RDD,gpt-5,GPT-5,0.254304,-0.6593,3.5926,1,0,0.95,0.78,0.7
s26,RDD,gpt-5,GPT-5,0.244251,0.5,1.0471,1,0,0.95,0.82,0.4
s27,RDD,gpt-5,GPT-5,0.261718,0.1847,0.2943,1,1,0.95,0.8,0.62
s28,RDD,gpt-5,GPT-5,-0.23935,,,0,0,0.86,0.58,0.4
s29,RDD,gpt-5,GPT-5,0.255068,0.1,0.6079,1,0,0.9,0.78,0.48
s30,RDD,gpt-5,GPT-5,0.227563,0.1821,0.1998,1,1,0.94,0.82,0.42
s31,DID,gpt-5,GPT-5,-0.251343,0.4557,2.8131,1,0,0.86,0.75,0.6
s32,DID,gpt-5,GPT-5,0.311092,0.3111,0.0,1,1,0.83,0.6,0.22
s33,DID,gpt-5,GPT-5,-0.27914,-0.2791,0.0001,1,1,0.9,0.76,0.55
s34,DID,gpt-5,GPT-5,0.153932,0.1539,0.0002,1,1,0.84,0.63,0.41
s35,DID,gpt-5,GPT-5,-0.290525,,,0,0,0.78,0.55,0.48
s36,DID,gpt-5,GPT-5,0.207083,0.2071,0.0001,1,1,0.8,0.46,0.42
s37,DID,gpt-5,GPT-5,-0.180967,,,0,0,0.86,0.66,0.52
s38,DID,gpt-5,GPT-5,-0.161211,-0.1612,0.0001,1,1,0.85,0.82,0.52
s39,DID,gpt-5,GPT-5,0.197254,0.1973,0.0002,1,1,0.66,0.62,0.34
s40,DID,gpt-5,GPT-5,0.412751,,,0,0,0.82,0.76,0.53
s41,DID,gpt-5,GPT-5,-0.08474,,,0,0,0.86,0.73,0.55
s42,DID,gpt-5,GPT-5,0.182152,0.1822,0.0003,1,1,0.75,0.66,0.4
s43,DID,gpt-5,GPT-5,-0.188272,-0.1883,0.0001,1,1,0.9,0.8,0.44
s44,DID,gpt-5,GPT-5,0.143254,0.7416,4.1768,1,0,0.82,0.68,0.53
s45,DID,gpt-5,GPT-5,-0.278644,-0.2786,0.0002,1,1,0.8,0.76,0.39
s46,DID,gpt-5,GPT-5,-0.178946,,,0,0,0.7,0.52,0.4
s47,DID,gpt-5,GPT-5,-0.251963,,,0,0,0.88,0.74,0.55
s48,DID,gpt-5,GPT-5,0.311359,,,0,0,0.75,0.62,0.4
s49,DID,gpt-5,GPT-5,-0.030578,0.5,17.3516,1,0,0.82,0.68,0.42
s50,DID,gpt-5,GPT-5,0.406195,,,1,0,0.82,0.7,0.5
s51,EVENT_STUDY,gpt-5,GPT-5,-0.019207,-1.7827,91.8151,1,0,0.9,0.78,0.4
s52,EVENT_STUDY,gpt-5,GPT-5,0.025432,0.0264,0.0381,1,1,0.92,0.6,0.68
s53,EVENT_STUDY,gpt-5,GPT-5,-0.02978,,,0,0,0.9,0.7,0.45
s54,EVENT_STUDY,gpt-5,GPT-5,0.01811,-1.0,56.2181,1,0,0.9,0.7,0.38
s55,EVENT_STUDY,gpt-5,GPT-5,-0.027954,-0.0578,1.0677,1,0,0.93,0.64,0.7
s56,EVENT_STUDY,gpt-5,GPT-5,0.022125,0.0217,0.0192,1,1,0.86,0.58,0.42
s57,EVENT_STUDY,gpt-5,GPT-5,-0.015384,-1.0,64.0026,1,0,0.9,0.7,0.4
s58,EVENT_STUDY,gpt-5,GPT-5,-0.024748,1.0,41.4073,1,0,0.9,0.62,0.55
s59,EVENT_STUDY,gpt-5,GPT-5,0.029434,0.0575,0.9535,1,0,0.92,0.74,0.68
s60,EVENT_STUDY,gpt-5,GPT-5,-0.021024,-0.0192,0.0868,1,1,0.86,0.5,0.46
s61,EVENT_STUDY,gpt-5,GPT-5,0.018012,0.0364,1.0209,1,0,0.9,0.76,0.4
s62,EVENT_STUDY,gpt-5,GPT-5,-0.017795,-0.0491,1.7592,1,0,0.85,0.45,0.3
s63,EVENT_STUDY,gpt-5,GPT-5,0.015153,0.0307,1.026,1,0,0.87,0.6,0.45
s64,EVENT_STUDY,gpt-5,GPT-5,-0.023212,-0.0227,0.0221,1,1,0.85,0.68,0.35
s65,EVENT_STUDY,gpt-5,GPT-5,0.028048,0.000617,0.978,1,0,0.9,0.78,0.4
s66,EVENT_STUDY,gpt-5,GPT-5,-0.01299,-0.0204,0.5704,1,0,0.88,0.48,0.6
s67,IV,gpt-5,GPT-5,0.487238,1.1111,1.2804,1,0,0.85,0.5,0.35
s68,IV,gpt-5,GPT-5,-0.434746,0.3769,1.8669,1,0,0.9,0.55,0.42
s69,IV,gpt-5,GPT-5,0.405397,0.4054,0.0,1,1,0.92,0.6,0.3
s70,IV,gpt-5,GPT-5,-0.292427,-0.2924,0.0001,1,1,0.78,0.45,0.3
s71,IV,gpt-5,GPT-5,0.511746,0.5117,0.0001,1,1,0.83,0.67,0.48
s72,IV,gpt-5,GPT-5,-0.469252,0.304,1.6478,1,0,0.62,0.48,0.3
s73,IV,gpt-5,GPT-5,0.412201,1.0522,1.5526,1,0,0.8,0.68,0.35
s74,IV,gpt-5,GPT-5,-0.153897,0.3843,3.4971,1,0,0.82,0.54,0.4
s75,IV,gpt-5,GPT-5,0.449853,0.449,0.0019,1,1,0.8,0.64,0.4
s76,IV,gpt-5,GPT-5,-0.193643,-0.1936,0.0002,1,1,0.85,0.78,0.45
s77,IV,gpt-5,GPT-5,0.637287,1.1767,0.8464,1,0,0.82,0.42,0.33
s78,IV,gpt-5,GPT-5,-0.314225,0.3151,2.0028,1,0,0.68,0.3,0.35
s79,IV,gpt-5,GPT-5,0.229228,1.0,3.3625,1,0,0.7,0.62,0.35
s80,IV,gpt-5,GPT-5,-0.302934,0.5813,2.9189,1,0,0.5,0.3,0.3
s81,IV,gpt-5,GPT-5,0.387703,0.3877,0.0,1,1,0.75,0.25,0.2
s82,IV,gpt-5,GPT-5,0.003635,,,0,0,0.75,0.45,0.3
s83,IV,gpt-5,GPT-5,0.212884,0.2129,0.0001,1,1,0.78,0.52,0.36
s84,IV,gpt-5,GPT-5,-0.189002,0.3939,3.0841,1,0,0.85,0.72,0.42
s85,RDD,gpt-5,GPT-5,0.245421,0.1,0.5925,1,0,0.9,0.6,0.35
s86,RDD,gpt-5,GPT-5,0.204599,0.5,1.4438,1,0,0.88,0.18,0.07
s87,RDD,gpt-5,GPT-5,0.295137,1.0,2.3883,1,0,0.92,0.63,0.58
s88,RDD,gpt-5,GPT-5,0.127651,,,0,0,0.92,0.64,0.58
s89,RDD,gpt-5,GPT-5,0.23643,,,0,0,0.9,0.6,0.45
s90,RDD,gpt-5,GPT-5,0.224653,1.0,3.4513,1,0,0.92,0.54,0.46
s91,RDD,gpt-5,GPT-5,0.146146,,,0,0,0.95,0.45,0.3
s92,RDD,gpt-5,GPT-5,0.275003,0.275,0.0,1,1,0.9,0.4,0.23
s93,RDD,gpt-5,GPT-5,0.17718,,,1,0,0.92,0.69,0.4
s94,RDD,gpt-5,GPT-5,0.264096,,,0,0,0.9,0.6,0.55
s95,RDD,gpt-5,GPT-5,0.31655,0.9579,2.0261,1,0,0.94,0.7,0.55
s96,RDD,gpt-5,GPT-5,0.191463,-1.478,8.7195,1,0,0.92,0.74,0.57
s97,RDD,gpt-5,GPT-5,0.204837,,,0,0,0.93,0.66,0.47
s98,RDD,gpt-5,GPT-5,0.05694,1.0,16.5623,1,0,0.88,0.42,0.4
s99,RDD,gpt-5,GPT-5,0.243461,1.0,3.1074,1,0,0.92,0.42,0.38
s100,RDD,gpt-5,GPT-5,0.199386,,,0,0,0.9,0.52,0.38
